starting consumer #0
starting producer #0
time: 1.000s, sent: 33848 msg/s, received: 30610 msg/s, min/avg/max latency: 2042/78361/120250 microseconds
time: 19.000s, sent: 32909 msg/s, received: 33130 msg/s, min/avg/max latency: 84899/104726/127785 microseconds
time: 20.000s, sent: 33568 msg/s, received: 33725 msg/s, min/avg/max latency: 76914/101707/122784 microseconds
time: 21.000s, sent: 32550 msg/s, received: 32779 msg/s, min/avg/max latency: 81977/104531/129533 microseconds
time: 22.000s, sent: 33567 msg/s, received: 33135 msg/s, min/avg/max latency: 79903/104278/134074 microseconds
time: 23.000s, sent: 32550 msg/s, received: 33157 msg/s, min/avg/max latency: 81814/103893/131896 microseconds
time: 24.000s, sent: 34585 msg/s, received: 33679 msg/s, min/avg/max latency: 82244/102592/124445 microseconds
time: 25.000s, sent: 31532 msg/s, received: 32176 msg/s, min/avg/max latency: 84006/107140/138847 microseconds
time: 26.000s, sent: 33568 msg/s, received: 33431 msg/s, min/avg/max latency: 81296/101265/125073 microseconds
time: 27.000s, sent: 33926 msg/s, received: 33853 msg/s, min/avg/max latency: 80530/102586/128605 microseconds
time: 28.000s, sent: 33552 msg/s, received: 33183 msg/s, min/avg/max latency: 84165/104442/130473 microseconds
time: 29.000s, sent: 32565 msg/s, received: 33060 msg/s, min/avg/max latency: 80413/102969/135133 microseconds
time: 30.000s, sent: 33568 msg/s, received: 33002 msg/s, min/avg/max latency: 82169/103879/124055 microseconds
time: 31.000s, sent: 32909 msg/s, received: 32971 msg/s, min/avg/max latency: 81244/104327/134248 microseconds
time: 32.000s, sent: 32550 msg/s, received: 32657 msg/s, min/avg/max latency: 84105/106656/141130 microseconds
time: 33.000s, sent: 32550 msg/s, received: 33213 msg/s, min/avg/max latency: 84327/104244/125904 microseconds
time: 34.000s, sent: 32550 msg/s, received: 32229 msg/s, min/avg/max latency: 84095/106144/136911 microseconds
time: 35.000s, sent: 33567 msg/s, received: 33277 msg/s, min/avg/max latency: 79571/103165/132814 microseconds
time: 36.000s, sent: 32377 msg/s, received: 32638 msg/s, min/avg/max latency: 82498/104829/130777 microseconds
time: 37.000s, sent: 33082 msg/s, received: 33291 msg/s, min/avg/max latency: 81842/102935/123709 microseconds
time: 38.000s, sent: 32551 msg/s, received: 32675 msg/s, min/avg/max latency: 81859/104722/126476 microseconds
time: 39.000s, sent: 32550 msg/s, received: 31867 msg/s, min/avg/max latency: 86509/109202/132835 microseconds
time: 40.000s, sent: 33567 msg/s, received: 33742 msg/s, min/avg/max latency: 81092/102102/122897 microseconds
time: 41.000s, sent: 33567 msg/s, received: 33503 msg/s, min/avg/max latency: 79427/101323/130525 microseconds
time: 42.000s, sent: 33831 msg/s, received: 33588 msg/s, min/avg/max latency: 79491/104731/127310 microseconds
time: 43.000s, sent: 32646 msg/s, received: 33323 msg/s, min/avg/max latency: 84151/103776/128266 microseconds
time: 44.000s, sent: 33206 msg/s, received: 32783 msg/s, min/avg/max latency: 82552/106272/138619 microseconds
time: 45.000s, sent: 32911 msg/s, received: 32615 msg/s, min/avg/max latency: 86167/105902/127941 microseconds
time: 46.000s, sent: 32550 msg/s, received: 33236 msg/s, min/avg/max latency: 82817/103705/133504 microseconds
time: 47.000s, sent: 33126 msg/s, received: 33162 msg/s, min/avg/max latency: 84182/103983/128673 microseconds
time: 48.000s, sent: 33038 msg/s, received: 32532 msg/s, min/avg/max latency: 82411/106295/134455 microseconds
time: 49.000s, sent: 32862 msg/s, received: 33431 msg/s, min/avg/max latency: 84189/103561/128970 microseconds
time: 50.000s, sent: 33568 msg/s, received: 33250 msg/s, min/avg/max latency: 81645/104224/128396 microseconds
time: 51.000s, sent: 33567 msg/s, received: 33815 msg/s, min/avg/max latency: 81811/101851/127305 microseconds
time: 52.000s, sent: 33567 msg/s, received: 33560 msg/s, min/avg/max latency: 81217/102958/125689 microseconds
time: 53.000s, sent: 33926 msg/s, received: 34154 msg/s, min/avg/max latency: 75596/101075/124117 microseconds
time: 54.000s, sent: 33568 msg/s, received: 33477 msg/s, min/avg/max latency: 80971/103413/127755 microseconds
time: 55.000s, sent: 32550 msg/s, received: 32361 msg/s, min/avg/max latency: 82186/105912/145331 microseconds
time: 56.000s, sent: 33567 msg/s, received: 33472 msg/s, min/avg/max latency: 81713/101359/120006 microseconds
time: 57.000s, sent: 33567 msg/s, received: 33023 msg/s, min/avg/max latency: 81265/103170/125589 microseconds
time: 58.000s, sent: 32909 msg/s, received: 33523 msg/s, min/avg/max latency: 72724/102649/124616 microseconds
time: 59.000s, sent: 34585 msg/s, received: 34121 msg/s, min/avg/max latency: 83091/102297/125220 microseconds
time: 60.000s, sent: 33567 msg/s, received: 33795 msg/s, min/avg/max latency: 81940/103542/127926 microseconds
sending rate avg: 33137 msg/s
recving rate avg: 33136 msg/s
