starting consumer #0
starting consumer #1
starting consumer #2
starting consumer #3
starting consumer #4
starting consumer #5
starting consumer #6
starting consumer #7
starting consumer #8
starting consumer #9
starting consumer #10
starting consumer #11
starting consumer #12
starting consumer #13
starting consumer #14
starting consumer #15
starting consumer #16
starting consumer #17
starting consumer #18
starting consumer #19
starting producer #0
starting producer #1
starting producer #2
starting producer #3
starting producer #4
starting producer #5
starting producer #6
starting producer #7
starting producer #8
starting producer #9
starting producer #10
starting producer #11
starting producer #12
starting producer #13
starting producer #14
starting producer #15
starting producer #16
starting producer #17
starting producer #18
starting producer #19
time: 1.000s, sent: 15436 msg/s, confirmed: 0 msg/s, nacked: 0 msg/s, received: 2827 msg/s, min/avg/max latency: 4375/116951/222842 microseconds
time: 2.000s, sent: 4815 msg/s, confirmed: 541 msg/s, nacked: 0 msg/s, received: 20519 msg/s, min/avg/max latency: 350339/819977/1326030 microseconds
time: 3.020s, sent: 222 msg/s, confirmed: 346 msg/s, nacked: 0 msg/s, received: 15009 msg/s, min/avg/max latency: 1271611/1802869/2338290 microseconds
time: 4.020s, sent: 622 msg/s, confirmed: 966 msg/s, nacked: 0 msg/s, received: 21866 msg/s, min/avg/max latency: 2316192/2831277/3341147 microseconds
time: 5.020s, sent: 516 msg/s, confirmed: 794 msg/s, nacked: 0 msg/s, received: 15042 msg/s, min/avg/max latency: 3263108/3839670/4344413 microseconds
time: 6.020s, sent: 1983 msg/s, confirmed: 969 msg/s, nacked: 0 msg/s, received: 20245 msg/s, min/avg/max latency: 4259952/4823525/5344315 microseconds
time: 7.021s, sent: 632 msg/s, confirmed: 608 msg/s, nacked: 0 msg/s, received: 15837 msg/s, min/avg/max latency: 5218654/5835553/6311389 microseconds
time: 8.021s, sent: 1029 msg/s, confirmed: 1029 msg/s, nacked: 0 msg/s, received: 19026 msg/s, min/avg/max latency: 6243185/6755644/7341666 microseconds
time: 9.021s, sent: 585 msg/s, confirmed: 648 msg/s, nacked: 0 msg/s, received: 14304 msg/s, min/avg/max latency: 7184212/7795179/8334105 microseconds
time: 10.105s, sent: 489 msg/s, confirmed: 431 msg/s, nacked: 0 msg/s, received: 13901 msg/s, min/avg/max latency: 8180497/8790752/9356486 microseconds
time: 11.105s, sent: 1652 msg/s, confirmed: 1652 msg/s, nacked: 0 msg/s, received: 20350 msg/s, min/avg/max latency: 9252616/9852299/10397552 microseconds
time: 12.105s, sent: 265 msg/s, confirmed: 265 msg/s, nacked: 0 msg/s, received: 18340 msg/s, min/avg/max latency: 10130280/10831534/11275516 microseconds
time: 13.105s, sent: 690 msg/s, confirmed: 690 msg/s, nacked: 0 msg/s, received: 21068 msg/s, min/avg/max latency: 11166593/11766185/12376589 microseconds
time: 14.105s, sent: 1405 msg/s, confirmed: 1405 msg/s, nacked: 0 msg/s, received: 32714 msg/s, min/avg/max latency: 12131667/12768270/13332653 microseconds
time: 15.105s, sent: 1128 msg/s, confirmed: 1128 msg/s, nacked: 0 msg/s, received: 20072 msg/s, min/avg/max latency: 13018864/13667387/14340894 microseconds
time: 16.216s, sent: 578 msg/s, confirmed: 578 msg/s, nacked: 0 msg/s, received: 18143 msg/s, min/avg/max latency: 13997189/14623771/15284744 microseconds
time: 17.217s, sent: 1158 msg/s, confirmed: 1158 msg/s, nacked: 0 msg/s, received: 20563 msg/s, min/avg/max latency: 13690661/15691660/16387977 microseconds
