starting consumer #0
starting consumer #1
starting consumer #2
starting consumer #3
starting consumer #4
starting consumer #5
starting consumer #6
starting consumer #7
starting consumer #8
starting consumer #9
starting consumer #10
starting consumer #11
starting consumer #12
starting consumer #13
starting consumer #14
starting consumer #15
starting consumer #16
starting consumer #17
starting consumer #18
starting consumer #19
starting producer #0
starting producer #1
starting producer #2
starting producer #3
starting producer #4
starting producer #5
starting producer #6
starting producer #7
starting producer #8
starting producer #9
starting producer #10
starting producer #11
starting producer #12
starting producer #13
starting producer #14
starting producer #15
starting producer #16
starting producer #17
starting producer #18
starting producer #19
time: 1.000s, sent: 12647 msg/s, confirmed: 0 msg/s, nacked: 0 msg/s, received: 4973 msg/s, min/avg/max latency: 4243/120752/221141 microseconds
time: 43.958s, sent: 588 msg/s, confirmed: 588 msg/s, nacked: 0 msg/s, received: 15597 msg/s, min/avg/max latency: 11452089/17438614/21357489 microseconds
time: 44.959s, sent: 798 msg/s, confirmed: 798 msg/s, nacked: 0 msg/s, received: 15908 msg/s, min/avg/max latency: 12686742/17638924/21615645 microseconds
time: 45.959s, sent: 623 msg/s, confirmed: 623 msg/s, nacked: 0 msg/s, received: 24989 msg/s, min/avg/max latency: 14333679/17716020/21959821 microseconds
time: 46.959s, sent: 2857 msg/s, confirmed: 2857 msg/s, nacked: 0 msg/s, received: 34263 msg/s, min/avg/max latency: 10049269/17235380/20843677 microseconds
time: 48.010s, sent: 879 msg/s, confirmed: 879 msg/s, nacked: 0 msg/s, received: 17605 msg/s, min/avg/max latency: 10416748/16272828/20012811 microseconds
time: 49.010s, sent: 950 msg/s, confirmed: 950 msg/s, nacked: 0 msg/s, received: 20655 msg/s, min/avg/max latency: 11424874/15965770/19751674 microseconds
time: 50.143s, sent: 664 msg/s, confirmed: 664 msg/s, nacked: 0 msg/s, received: 18365 msg/s, min/avg/max latency: 13811368/15860561/19676445 microseconds
time: 51.143s, sent: 789 msg/s, confirmed: 789 msg/s, nacked: 0 msg/s, received: 17968 msg/s, min/avg/max latency: 13607476/16243307/20074366 microseconds
time: 52.204s, sent: 504 msg/s, confirmed: 504 msg/s, nacked: 0 msg/s, received: 15207 msg/s, min/avg/max latency: 14667882/16397116/20147843 microseconds
time: 53.204s, sent: 1239 msg/s, confirmed: 1239 msg/s, nacked: 0 msg/s, received: 19986 msg/s, min/avg/max latency: 14480034/16584333/19770674 microseconds
time: 54.204s, sent: 881 msg/s, confirmed: 881 msg/s, nacked: 0 msg/s, received: 15651 msg/s, min/avg/max latency: 14650896/16858681/19990459 microseconds
time: 55.287s, sent: 731 msg/s, confirmed: 731 msg/s, nacked: 0 msg/s, received: 14236 msg/s, min/avg/max latency: 14503969/16873238/20261684 microseconds
time: 56.287s, sent: 910 msg/s, confirmed: 910 msg/s, nacked: 0 msg/s, received: 16155 msg/s, min/avg/max latency: 14842711/17236628/20848871 microseconds
time: 57.287s, sent: 626 msg/s, confirmed: 626 msg/s, nacked: 0 msg/s, received: 20670 msg/s, min/avg/max latency: 15223119/17214785/20907210 microseconds
time: 58.287s, sent: 1048 msg/s, confirmed: 1048 msg/s, nacked: 0 msg/s, received: 16898 msg/s, min/avg/max latency: 15337478/17335327/21086153 microseconds
time: 59.372s, sent: 369 msg/s, confirmed: 531 msg/s, nacked: 0 msg/s, received: 29155 msg/s, min/avg/max latency: 15504078/17477383/21199990 microseconds
time: 60.372s, sent: 1682 msg/s, confirmed: 1506 msg/s, nacked: 0 msg/s, received: 20642 msg/s, min/avg/max latency: 15027227/16926547/20998268 microseconds
time: 61.414s, sent: 289 msg/s, confirmed: 670 msg/s, nacked: 0 msg/s, received: 18545 msg/s, min/avg/max latency: 14804263/16836004/21016301 microseconds
time: 62.414s, sent: 7.0 msg/s, confirmed: 1734 msg/s, nacked: 0 msg/s, received: 20464 msg/s, min/avg/max latency: 15354998/16571893/21000414 microseconds
time: 63.414s, sent: 4.0 msg/s, confirmed: 894 msg/s, nacked: 0 msg/s, received: 20552 msg/s, min/avg/max latency: 15795149/16984934/20822019 microseconds
time: 64.502s, sent: 2.8 msg/s, confirmed: 792 msg/s, nacked: 0 msg/s, received: 18874 msg/s, min/avg/max latency: 16256757/17316045/20524035 microseconds
time: 65.502s, sent: 4.0 msg/s, confirmed: 1293 msg/s, nacked: 0 msg/s, received: 20513 msg/s, min/avg/max latency: 15911902/17812299/19878251 microseconds
time: 66.610s, sent: 0 msg/s, confirmed: 524 msg/s, nacked: 0 msg/s, received: 19127 msg/s, min/avg/max latency: 15386424/17757987/20307505 microseconds
time: 67.610s, sent: 0 msg/s, confirmed: 1255 msg/s, nacked: 0 msg/s, received: 17945 msg/s, min/avg/max latency: 14667752/17766844/20961173 microseconds
time: 68.699s, sent: 0 msg/s, confirmed: 597 msg/s, nacked: 0 msg/s, received: 19904 msg/s, min/avg/max latency: 15035141/17264291/21601459 microseconds
time: 69.699s, sent: 0 msg/s, confirmed: 837 msg/s, nacked: 0 msg/s, received: 18683 msg/s, min/avg/max latency: 15212197/17371481/22454135 microseconds
time: 70.699s, sent: 0 msg/s, confirmed: 952 msg/s, nacked: 0 msg/s, received: 22313 msg/s, min/avg/max latency: 15294139/17276970/22197396 microseconds
time: 71.784s, sent: 0 msg/s, confirmed: 712 msg/s, nacked: 0 msg/s, received: 15566 msg/s, min/avg/max latency: 15320762/16966553/22126968 microseconds
time: 72.784s, sent: 0 msg/s, confirmed: 2690 msg/s, nacked: 0 msg/s, received: 19488 msg/s, min/avg/max latency: 15010407/17212953/21828959 microseconds
time: 73.784s, sent: 0 msg/s, confirmed: 678 msg/s, nacked: 0 msg/s, received: 19027 msg/s, min/avg/max latency: 13500447/16464362/19744023 microseconds
time: 74.784s, sent: 0 msg/s, confirmed: 517 msg/s, nacked: 0 msg/s, received: 12879 msg/s, min/avg/max latency: 13554324/16600529/20004805 microseconds
time: 75.926s, sent: 0 msg/s, confirmed: 620 msg/s, nacked: 0 msg/s, received: 16627 msg/s, min/avg/max latency: 14194661/16907510/20231636 microseconds
time: 76.926s, sent: 0 msg/s, confirmed: 791 msg/s, nacked: 0 msg/s, received: 18853 msg/s, min/avg/max latency: 14588110/17131909/20276238 microseconds
sending rate avg: 943 msg/s
recving rate avg: 18863 msg/s
